,X5.FLUOROURACIL,AZ960,AZD2014,AZD4547,AZD5363,AZD5438,AZD6482,AZD7762,AZD8055,BI.2536,BIBR.1532,BMS.345541,BMS.754807,GSK1904529A,I.BET.762,LY2109761,MG.132,MK.1775,MK.2206,OSI.027,OTX015,P22077,PLX.4720,PRT062607,VE.822,AFATINIB,ALISERTIB,ALPELISIB,AXITINIB,BORTEZOMIB,BUPARLISIB,CAMPTOTHECIN,CARMUSTINE,CEDIRANIB,CISPLATIN,CRIZOTINIB,CYCLOPHOSPHAMIDE,CYTARABINE,DABRAFENIB,DASATINIB,DINACICLIB,DOCETAXEL,ENTINOSTAT,EPIRUBICIN,ERLOTINIB,FLUDARABINE,FORETINIB,FULVESTRANT,GEFITINIB,GEMCITABINE,IBRUTINIB,IRINOTECAN,LAPATINIB,LINSITINIB,MITOXANTRONE,NAVITOCLAX,NELARABINE,NILOTINIB,NIRAPARIB,OLAPARIB,OSIMERTINIB,OXALIPLATIN,PACLITAXEL,PALBOCICLIB,PEVONEDISTAT,RIBOCICLIB,RUXOLITINIB,SELUMETINIB,SORAFENIB,TALAZOPARIB,TAMOXIFEN,TASELISIB,TEMOZOLOMIDE,TENIPOSIDE,TOPOTECAN,TOZASERTIB,TRAMETINIB,UPROSERTIB,VENETOCLAX,VINBLASTINE,VINCRISTINE,VINORELBINE,VORINOSTAT
ACH-000614,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000014,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000637,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000389,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000434,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000756,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000396,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000265,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000132,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000613,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000855,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000906,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant
ACH-000237,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000393,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000359,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant
ACH-000936,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive
ACH-000716,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000988,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000609,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000504,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000956,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000652,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant
ACH-000414,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000472,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000007,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant
ACH-000665,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000397,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000252,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,sensitive
ACH-000572,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000277,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-001239,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant
ACH-000803,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000537,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant
ACH-000724,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000425,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000375,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
